first_5_runs_allowed,pitcher_id,pitcher_name,pitcher_era,pitcher_whip,pitcher_k9,pitcher_bb9,pitcher_kbb,pitcher_gbfb,pitcher_ip,pitcher_k_pct,pitcher_hr_pct,pitcher_wins,pitcher_losses,pitcher_exp_er_5ip,pitcher_exp_h_5ip,pitcher_exp_bb_5ip,pitcher_exp_k_5ip,pitcher_days_rest,is_home,year,date,team_id,opp_avg_runs_allowed,opp_avg_first5_allowed,predicted_f5,edge_vs_opp,event_id,is_lhp,opp_batting_first5,platoon_score,opp_heat_14,pitcher_team_heat_14,heat_differential
3,39635,Hunter Greene,4.457,1.214,11.789,3.45,3.417,0.444,125.2,0.3089,0.0452,5.0,13.0,2.48,4.15,1.92,6.55,,0,2022,2022-04-10,15,3.51,3.0,2.62,0.38,401354282,0,2.506,2.506,3.0,6.0,-3.0
2,33793,Erick Fedde,5.811,1.63,6.661,4.11,1.621,0.747,127.0,0.164,0.0366,6.0,13.0,3.23,5.87,2.28,3.7,,1,2022,2022-04-10,21,2.0,0.5,2.63,-2.13,401354288,0,3.0,3.0,2.0,1.0,1.0
1,28968,Carlos Carrasco,3.967,1.329,9.0,2.428,3.707,0.881,152.0,0.2357,0.0264,15.0,7.0,2.2,5.3,1.35,5.0,,0,2022,2022-04-10,20,3.51,3.0,2.35,0.65,401354288,0,0.504,0.504,1.0,2.0,-1.0
9,32582,Hyun Jin Ryu,5.667,1.333,5.333,1.333,4.0,0.86,27.0,0.1416,0.0442,2.0,0,3.15,5.93,0.74,2.96,,1,2022,2022-04-10,13,5.01,4.5,3.75,0.75,401354293,1,6.002,6.002,9.0,6.0,3.0
6,41072,Spencer Howard,7.5,1.747,7.742,3.629,2.133,0.679,37.2,0.1788,0.067,2.0,4.0,4.17,6.72,2.02,4.3,,0,2022,2022-04-10,14,7.5,6.0,5.22,0.78,401354293,0,4.505,4.505,6.0,9.0,-3.0
13,41201,Kris Bubic,5.581,1.698,7.674,4.395,1.746,0.73,129.0,0.1874,0.0307,3.0,13.0,3.1,6.05,2.44,4.26,,1,2022,2022-04-10,5,2.0,1.0,2.65,-1.65,401354283,1,6.489,6.489,13.0,2.0,11.0
2,39875,Cal Quantrill,3.385,1.209,6.19,2.273,2.723,0.736,186.1,0.1662,0.0273,15.0,5.0,1.88,4.78,1.26,3.44,,0,2022,2022-04-10,7,8.49,6.49,3.08,3.41,401354283,0,1.0,1.0,2.0,13.0,-11.0
4,3107919,Bailey Ober,3.214,1.054,8.196,1.768,4.636,0.417,56.0,0.2247,0.0176,2.0,3.0,1.79,4.29,0.98,4.55,,1,2022,2022-04-10,12,9.94,7.95,3.42,4.53,401354292,0,3.969,3.969,4.0,8.0,-4.0
8,33158,Marco Gonzales,4.131,1.333,5.066,2.459,2.06,0.75,183.0,0.1315,0.0383,10.0,15.0,2.3,5.3,1.37,2.81,,0,2022,2022-04-10,9,3.99,3.98,2.74,1.24,401354292,1,7.915,7.915,8.0,4.0,4.0
7,33106,Steven Matz,5.25,1.25,10.125,1.875,5.4,0.621,48.0,0.2609,0.0386,5.0,3.0,2.92,5.21,1.04,5.62,,1,2022,2022-04-10,23,5.01,4.0,3.37,0.63,401354290,1,4.491,4.491,7.0,3.0,4.0
3,40922,Bryse Wilson,5.547,1.424,6.172,2.5,2.469,1.081,115.2,0.1552,0.0393,3.0,9.0,3.08,5.73,1.39,3.43,,0,2022,2022-04-10,24,5.49,4.49,3.68,0.81,401354290,0,4.0,4.0,3.0,7.0,-4.0
1,32815,Marcus Stroman,3.517,1.151,7.75,2.344,3.306,1.081,138.2,0.2091,0.0281,6.0,7.0,1.95,4.45,1.3,4.31,,1,2022,2022-04-10,8,6.5,5.0,2.7,2.3,401354287,0,0.5,0.5,1.0,3.0,-2.0
3,39825,Freddy Peralta,3.577,1.038,9.923,3.115,3.185,0.661,78.0,0.2713,0.0189,4.0,4.0,1.99,3.46,1.73,5.51,,0,2022,2022-04-10,16,2.5,0.5,1.39,-0.89,401354287,0,4.986,4.986,3.0,1.0,2.0
4,33750,Antonio Senzatela,5.081,1.694,5.277,2.248,2.348,1.03,92.1,0.1308,0.0218,3.0,7.0,2.82,7.22,1.25,2.93,,1,2022,2022-04-10,19,5.99,4.0,3.27,0.73,401354285,0,2.505,2.505,2.5,4.0,-1.5
7,33223,Julio Urias,2.16,0.96,8.537,2.109,4.049,0.668,175.0,0.2409,0.0334,17.0,7.0,1.2,3.63,1.17,4.74,,0,2022,2022-04-10,27,3.0,2.5,1.2,1.3,401354285,1,3.996,3.996,4.0,2.5,1.5
2,33180,Anthony DeSclafani,6.632,2.0,8.053,1.895,4.25,0.8,19.0,0.1809,0.0426,0,2.0,3.68,8.95,1.05,4.47,,1,2022,2022-04-10,28,2.01,2.0,3.54,-1.54,401354286,0,1.497,1.497,2.0,3.0,-1.0
3,39640,Trevor Rogers,5.467,1.505,8.916,3.785,2.356,0.754,107.0,0.2222,0.0314,4.0,11.0,3.04,5.42,2.1,4.95,,0,2022,2022-04-10,26,2.01,1.5,2.74,-1.24,401354286,1,2.002,2.002,3.0,2.0,1.0
2,40981,Jose Suarez,3.963,1.248,8.505,2.725,3.121,0.704,109.0,0.2229,0.0303,8.0,8.0,2.2,4.72,1.51,4.72,,1,2022,2022-04-10,18,1.51,1.0,1.75,-0.75,401354284,1,1.004,1.004,1.0,1.0,0.0
1,35759,Jose Urquidy,3.949,1.17,7.349,2.084,3.526,0.579,164.1,0.1968,0.0426,13.0,8.0,2.19,4.69,1.16,4.08,,0,2022,2022-04-10,3,2.02,1.0,1.75,-0.75,401354284,0,1.0,1.0,1.0,1.0,0.0
4,31313,Patrick Corbin,5.2,1.483,6.2,2.85,2.175,0.828,180.0,0.157,0.0418,10.0,15.0,2.89,5.83,1.58,3.44,,1,2023,2023-03-30,15,3.98,3.98,3.33,0.65,401471020,1,1.027,1.027,3.0,1.0,2.0
2,32685,Max Fried,2.565,1.14,9.326,2.098,4.444,1.453,77.2,0.2572,0.0225,8.0,1.0,1.42,4.53,1.17,5.18,,0,2023,2023-03-30,20,1.05,1.03,0.98,0.05,401471020,1,3.977,3.977,1.0,3.0,-2.0
0,32081,Gerrit Cole,2.627,0.981,9.56,2.067,4.625,0.676,209.0,0.2704,0.0244,15.0,4.0,1.46,3.76,1.15,5.31,,1,2023,2023-03-30,26,5.5,3.5,1.76,1.74,401471030,0,1.497,1.497,3.0,2.0,1.0
3,41216,Logan Webb,3.25,1.074,8.083,1.292,6.258,1.68,216.0,0.2282,0.0235,11.0,13.0,1.81,4.65,0.72,4.49,,0,2023,2023-03-30,10,3.49,1.5,1.5,-0.0,401471030,0,3.499,3.499,2.0,3.0,-1.0
8,30981,Corey Kluber,7.036,1.636,6.873,3.436,2.0,0.439,55.0,0.1634,0.0661,3.0,6.0,3.91,6.27,1.91,3.82,,1,2023,2023-03-30,1,9.0,5.49,4.81,0.68,401471021,0,5.505,5.505,0.0,2.0,-2.0
2,31053,Kyle Gibson,4.734,1.318,7.359,2.578,2.855,0.99,192.0,0.1945,0.0285,15.0,9.0,2.63,5.16,1.43,4.09,,0,2023,2023-03-30,2,6.51,5.5,3.53,1.97,401471021,0,5.493,5.493,2.0,0.0,2.0
0,32815,Marcus Stroman,3.965,1.263,7.863,3.436,2.288,1.345,136.2,0.207,0.0157,10.0,9.0,2.2,4.41,1.91,4.37,,1,2023,2023-03-30,8,4.98,2.0,2.05,-0.05,401471025,0,2.977,2.977,1.0,3.0,-2.0
4,39878,Corbin Burnes,3.401,1.071,9.317,3.075,3.03,0.789,193.2,0.2551,0.0281,10.0,8.0,1.89,3.65,1.71,5.18,,0,2023,2023-03-30,16,8.94,2.98,2.03,0.95,401471025,0,2.0,2.0,3.0,1.0,2.0
0,41199,Shane McClanahan,3.287,1.183,9.47,3.209,2.951,0.806,115.0,0.258,0.032,11.0,2.0,1.83,4.13,1.78,5.26,,1,2023,2023-03-30,6,8.49,5.49,2.72,2.77,401471024,1,0.499,0.499,1.0,4.0,-3.0
1,32675,Eduardo Rodriguez,3.311,1.156,8.456,2.838,2.979,0.743,152.2,0.2303,0.0242,13.0,9.0,1.84,4.2,1.58,4.7,,0,2023,2023-03-30,30,1.5,0.5,1.24,-0.74,401471024,1,5.491,5.491,4.0,1.0,3.0
6,32796,Jacob deGrom,2.691,0.764,13.455,1.196,11.25,0.61,30.1,0.3913,0.0174,2.0,0,1.5,3.16,0.66,7.48,,1,2023,2023-03-30,22,2.09,2.05,1.36,0.69,401471028,0,1.027,1.027,0.0,9.0,-9.0
11,33709,Aaron Nola,4.472,1.154,9.41,2.096,4.489,0.758,193.2,0.2547,0.0404,12.0,9.0,2.48,4.61,1.16,5.23,,0,2023,2023-03-30,13,1.03,1.03,2.04,-1.01,401471028,0,2.054,2.054,9.0,0.0,9.0
0,5883,Zack Greinke,5.067,1.274,6.144,1.457,4.217,0.777,142.1,0.1636,0.0422,2.0,15.0,2.81,5.56,0.81,3.41,,1,2023,2023-03-30,9,2.0,0.5,2.21,-1.71,401471026,0,1.497,1.497,8.0,2.0,6.0
0,39671,Pablo Lopez,3.665,1.155,10.856,2.227,4.875,0.828,194.0,0.2921,0.03,11.0,8.0,2.04,4.54,1.24,6.03,,0,2023,2023-03-30,7,4.5,1.5,1.74,-0.24,401471026,0,0.499,0.499,2.0,8.0,-6.0
1,35241,Sandy Alcantara,4.153,1.216,7.378,2.345,3.146,1.078,184.2,0.1982,0.0289,7.0,12.0,2.31,4.78,1.3,4.1,,1,2023,2023-03-30,21,1.5,1.5,2.01,-0.51,401471027,0,3.986,3.986,2.0,2.0,0.0
0,28976,Max Scherzer,3.784,1.124,10.289,2.661,3.867,0.508,152.2,0.2802,0.0451,13.0,6.0,2.1,4.14,1.48,5.72,,0,2023,2023-03-30,28,5.49,3.99,2.55,1.44,401471027,0,1.496,1.496,2.0,2.0,0.0
4,39635,Hunter Greene,4.821,1.42,12.214,3.857,3.167,0.559,112.0,0.3052,0.0382,4.0,7.0,2.68,4.96,2.14,6.79,,1,2023,2023-03-30,23,4.5,3.0,2.83,0.17,401471029,0,1.505,1.505,7.0,6.0,1.0
4,33722,Mitch Keller,4.219,1.247,9.737,2.55,3.818,0.791,194.1,0.2545,0.0303,13.0,9.0,2.34,4.82,1.42,5.41,,0,2023,2023-03-30,17,1.51,1.5,2.05,-0.55,401471029,0,3.002,3.002,6.0,7.0,-1.0
5,32116,Miles Mikolas,4.789,1.318,6.131,1.745,3.513,0.64,201.1,0.1593,0.0302,9.0,13.0,2.66,5.62,0.97,3.41,,1,2023,2023-03-30,14,8.98,8.96,4.6,4.36,401471031,0,2.996,2.996,6.0,3.0,3.0
5,42436,Alek Manoah,5.89,1.745,8.163,6.096,1.339,0.634,87.1,0.1904,0.0361,3.0,9.0,3.27,5.34,3.39,4.54,,0,2023,2023-03-30,24,4.01,3.0,3.42,-0.42,401471031,0,8.961,8.961,3.0,6.0,-3.0
0,36581,Framber Valdez,3.455,1.126,9.091,2.591,3.509,1.231,198.0,0.2475,0.0235,12.0,11.0,1.92,4.19,1.44,5.05,,1,2023,2023-03-30,4,3.02,0.01,1.17,-1.16,401471022,1,1.004,1.004,5.0,1.0,4.0
0,34943,Dylan Cease,4.576,1.418,10.881,4.017,2.709,0.582,177.0,0.273,0.0242,7.0,9.0,2.54,4.86,2.23,6.05,,0,2023,2023-03-30,18,5.97,1.0,2.09,-1.09,401471022,0,0.012,0.012,1.0,5.0,-4.0
4,33748,Blake Snell,2.25,1.189,11.7,4.95,2.364,0.776,180.0,0.3154,0.0202,14.0,9.0,1.25,3.19,2.75,6.5,,1,2023,2023-03-31,27,5.48,3.99,1.7,2.29,401471032,1,0.514,0.514,4.0,2.0,2.0
2,34874,German Marquez,4.95,1.1,7.65,1.35,5.667,1.071,20.0,0.2125,0.05,2.0,2.0,2.75,4.75,0.75,4.25,,0,2023,2023-03-31,25,2.51,0.51,2.15,-1.64,401471032,0,3.988,3.988,2.0,4.0,-2.0
1,41041,Kyle Muller,7.597,1.961,6.545,4.558,1.436,0.768,77.0,0.1505,0.043,1.0,5.0,4.22,7.27,2.53,3.64,,1,2023,2023-03-31,3,0.5,0.5,3.62,-3.12,401471018,1,8.485,8.485,1.0,0.0,1.0
0,39832,Shohei Ohtani,3.136,1.061,11.386,3.75,3.036,0.845,132.0,0.3145,0.0339,10.0,5.0,1.74,3.22,2.08,6.33,,0,2023,2023-03-31,11,9.48,8.49,3.54,4.95,401471018,0,0.499,0.499,0.0,1.0,-1.0
2,33223,Julio Urias,4.611,1.161,8.992,1.845,4.875,0.601,117.1,0.2427,0.0498,11.0,8.0,2.56,4.78,1.02,5.0,,1,2023,2023-03-31,29,5.5,4.49,3.16,1.33,401471019,1,1.0,1.0,1.0,2.5,-1.5
5,39910,Zac Gallen,3.471,1.119,9.429,2.014,4.681,0.734,210.0,0.26,0.026,17.0,9.0,1.93,4.48,1.12,5.24,,0,2023,2023-03-31,19,1.5,1.0,1.48,-0.48,401471019,0,4.492,4.492,2.5,1.0,1.5
0,35124,Luis Castillo,3.335,1.096,10.005,2.558,3.911,0.652,197.0,0.2731,0.0349,14.0,9.0,1.85,4.06,1.42,5.56,,1,2023,2023-03-31,5,2.5,2.5,1.85,0.65,401471023,0,2.506,2.506,13.0,4.0,9.0
0,40912,Shane Bieber,3.797,1.234,7.523,2.391,3.147,0.906,128.0,0.2008,0.0263,6.0,6.0,2.11,4.84,1.33,4.18,,0,2023,2023-03-31,12,4.0,2.51,2.11,0.4,401471023,0,2.498,2.498,4.0,13.0,-9.0
0,39667,Jesus Luzardo,3.586,1.218,10.505,2.778,3.782,0.698,178.2,0.2807,0.0297,10.0,10.0,1.99,4.55,1.54,5.84,,1,2023,2023-03-31,21,1.5,1.5,1.69,-0.19,401471036,1,3.986,3.986,1.929,1.857,0.072
1,40921,David Peterson,5.027,1.568,10.378,4.054,2.56,1.232,111.0,0.2602,0.0325,3.0,8.0,2.79,5.59,2.25,5.77,,0,2023,2023-03-31,28,5.49,3.99,3.24,0.75,401471036,1,1.496,1.496,1.857,1.929,-0.072
1,41261,Cristian Javier,4.556,1.265,8.833,3.444,2.565,0.354,162.0,0.2314,0.0364,10.0,5.0,2.53,4.41,1.91,4.91,,1,2023,2023-04-01,4,3.02,0.01,1.78,-1.77,401471034,0,1.004,1.004,4.643,1.0,3.643
0,30820,Lance Lynn,5.748,1.397,9.383,3.291,2.851,0.57,183.2,0.2364,0.0545,13.0,11.0,3.19,5.16,1.83,5.21,,0,2023,2023-04-01,18,5.97,1.0,2.74,-1.74,401471034,0,0.012,0.012,1.0,4.643,-3.643
4,33372,Nick Martinez,3.433,1.262,8.665,3.27,2.65,1.175,110.1,0.2299,0.026,6.0,4.0,1.91,4.5,1.82,4.81,,1,2023,2023-04-01,27,5.48,3.99,2.35,1.64,401471037,0,0.514,0.514,4.214,2.0,2.214
0,33839,Kyle Freeland,5.045,1.476,5.451,2.436,2.238,0.693,155.2,0.1388,0.0428,6.0,14.0,2.8,6.02,1.35,3.03,,0,2023,2023-04-01,25,2.51,0.51,2.21,-1.7,401471037,1,3.988,3.988,2.0,4.214,-2.214
0,40937,Dustin May,2.625,0.938,6.375,3.0,2.125,0.8,48.0,0.1818,0.0053,4.0,1.0,1.46,3.02,1.67,3.54,,1,2023,2023-04-01,29,5.5,4.49,2.06,2.43,401471033,0,1.0,1.0,1.071,2.786,-1.715
0,32968,Merrill Kelly,3.301,1.196,9.498,3.505,2.71,0.841,177.2,0.259,0.0277,12.0,8.0,1.83,4.03,1.95,5.28,,0,2023,2023-04-01,19,1.5,1.0,1.38,-0.38,401471033,0,4.492,4.492,2.786,1.071,1.715
8,32175,Robbie Ray,8.71,2.903,8.71,14.516,0.6,1.75,3.1,0.1579,0.0,0,1.0,4.84,6.45,8.06,4.84,,1,2023,2023-04-01,5,2.5,2.5,4.84,-2.34,401471035,1,2.506,2.506,12.071,3.714,8.357
4,4187661,Hunter Gaddis,4.5,1.31,5.143,3.0,1.714,0.373,42.0,0.1319,0.033,2.0,1.0,2.5,4.88,1.67,2.86,,0,2023,2023-04-01,12,4.0,2.51,2.5,0.01,401471035,0,2.498,2.498,3.714,12.071,-8.357
3,35759,Jose Urquidy,5.286,1.429,6.429,3.571,1.8,0.574,63.0,0.1636,0.04,3.0,3.0,2.94,5.16,1.98,3.57,,1,2023,2023-04-01,4,3.02,0.01,2.19,-2.18,401471042,0,1.004,1.004,4.357,0.857,3.5
3,32697,Lucas Giolito,4.889,1.315,9.973,3.569,2.795,0.565,184.1,0.2569,0.0516,8.0,15.0,2.72,4.59,1.98,5.54,,0,2023,2023-04-01,18,5.97,1.0,2.27,-1.27,401471042,0,0.012,0.012,0.857,4.357,-3.5
0,33837,Jack Flaherty,4.997,1.582,9.244,4.122,2.242,0.755,144.1,0.2277,0.0262,8.0,9.0,2.78,5.62,2.29,5.14,,1,2023,2023-04-01,14,8.98,8.96,4.71,4.25,401471051,0,2.996,2.996,5.929,3.143,2.786
3,32667,Kevin Gausman,3.162,1.178,11.53,2.676,4.309,0.752,185.0,0.3106,0.0249,12.0,9.0,1.76,4.41,1.49,6.41,,0,2023,2023-04-01,24,4.01,3.0,1.91,1.09,401471051,0,8.961,8.961,3.143,5.929,-2.786
0,41022,Justin Steele,3.068,1.173,9.151,1.872,4.889,1.012,173.1,0.2458,0.0196,16.0,5.0,1.7,4.82,1.04,5.08,,1,2023,2023-04-01,8,4.98,2.0,1.55,0.45,401471045,1,2.977,2.977,0.929,3.071,-2.142
0,37515,Brandon Woodruff,2.284,0.821,9.94,2.015,4.933,0.594,67.0,0.2925,0.0356,5.0,1.0,1.27,2.99,1.12,5.52,,0,2023,2023-04-01,16,8.94,2.98,1.41,1.57,401471045,0,2.0,2.0,3.071,0.929,2.142
5,41165,Josiah Gray,3.906,1.459,8.094,4.528,1.788,0.612,159.0,0.2049,0.0315,8.0,13.0,2.17,4.78,2.52,4.5,,1,2023,2023-04-01,15,3.98,3.98,2.61,1.37,401471040,0,1.027,1.027,3.071,1.071,2.0
0,4307825,Spencer Strider,3.867,1.096,13.582,2.803,4.845,0.537,186.2,0.3683,0.0288,20.0,5.0,2.15,3.92,1.56,7.55,,0,2023,2023-04-01,20,1.05,1.03,1.71,-0.68,401471040,0,3.977,3.977,1.071,3.071,-2.0
3,31174,Nathan Eovaldi,3.625,1.139,8.25,2.938,2.809,1.063,144.0,0.2288,0.026,12.0,5.0,2.01,4.06,1.63,4.58,,1,2023,2023-04-01,22,2.09,2.05,1.88,0.17,401471048,0,1.027,1.027,0.429,9.143,-8.714
7,31267,Zack Wheeler,3.609,1.078,9.938,1.828,5.436,0.7,192.0,0.2694,0.0254,13.0,6.0,2.01,4.38,1.02,5.52,,0,2023,2023-04-01,13,1.03,1.03,1.56,-0.53,401471048,0,2.054,2.054,9.143,0.429,8.714
3,41085,Clarke Schmidt,4.642,1.352,8.434,2.604,3.239,0.775,159.0,0.2147,0.0346,9.0,9.0,2.58,5.31,1.45,4.69,,1,2023,2023-04-01,26,5.5,3.5,2.88,0.62,401471050,0,1.497,1.497,3.0,3.0,0.0
3,31086,Alex Cobb,3.872,1.324,7.803,2.204,3.541,1.372,151.1,0.2028,0.0294,7.0,7.0,2.15,5.39,1.22,4.33,,0,2023,2023-04-01,10,3.49,1.5,1.85,-0.35,401471050,0,3.499,3.499,3.0,3.0,0.0
11,4142398,Shintaro Fujinami,7.177,1.494,9.456,5.127,1.844,0.644,79.0,0.2325,0.0252,7.0,8.0,3.99,4.62,2.85,5.25,,1,2023,2023-04-01,3,0.5,0.5,3.39,-2.89,401471038,0,8.485,8.485,11.0,1.0,10.0
1,40975,Patrick Sandoval,4.119,1.519,7.989,4.619,1.73,0.886,144.2,0.1963,0.0184,7.0,13.0,2.29,5.03,2.57,4.44,,0,2023,2023-04-01,11,9.48,8.49,4.08,4.41,401471038,1,0.499,0.499,1.0,11.0,-10.0
8,30948,Chris Sale,4.315,1.135,11.008,2.554,4.31,0.623,102.2,0.2941,0.0353,6.0,5.0,2.4,4.26,1.42,6.12,,1,2023,2023-04-01,1,9.0,5.49,3.3,2.19,401471041,1,5.505,5.505,8.0,5.0,3.0
5,38295,Dean Kremer,4.129,1.312,8.206,2.875,2.855,0.671,172.2,0.2136,0.0367,13.0,5.0,2.29,4.97,1.6,4.56,,0,2023,2023-04-01,2,6.51,5.5,3.2,2.3,401471041,0,5.493,5.493,5.0,8.0,-3.0
1,32804,Zach Eflin,3.505,1.027,9.447,1.219,7.75,1.016,177.2,0.2646,0.027,16.0,8.0,1.95,4.46,0.68,5.25,,1,2023,2023-04-01,6,8.49,5.49,2.84,2.65,401471044,0,0.499,0.499,1.0,10.0,-9.0
10,33732,Spencer Turnbull,7.258,1.677,6.968,4.355,1.6,0.907,31.0,0.1655,0.0345,1.0,4.0,4.03,5.97,2.42,3.87,,0,2023,2023-04-01,30,1.5,0.5,3.43,-2.93,401471044,0,5.491,5.491,10.0,1.0,9.0
1,31061,Jordan Lyles,6.298,1.247,6.095,2.286,2.667,0.513,177.2,0.1604,0.0521,6.0,17.0,3.5,4.97,1.27,3.39,,1,2023,2023-04-01,9,2.0,0.5,2.9,-2.4,401471046,0,1.497,1.497,1.0,0.0,1.0
0,32082,Sonny Gray,2.788,1.147,8.951,2.69,3.327,0.925,184.0,0.2427,0.0106,8.0,8.0,1.55,4.24,1.49,4.97,,0,2023,2023-04-01,7,4.5,1.5,1.25,0.25,401471046,0,0.499,0.499,0.0,1.0,-1.0
4,40944,Edward Cabrera,4.264,1.452,10.706,5.988,1.788,1.257,99.2,0.2719,0.0253,7.0,7.0,2.37,3.93,3.33,5.95,,1,2023,2023-04-01,21,1.5,1.5,2.07,-0.57,401471047,0,3.986,3.986,4.0,2.0,2.0
2,3332018,Tylor Megill,4.711,1.578,7.494,4.14,1.81,0.796,126.1,0.1852,0.0317,9.0,8.0,2.62,5.59,2.3,4.16,,0,2023,2023-04-01,28,5.49,3.99,3.06,0.93,401471047,0,1.496,1.496,2.0,4.0,-2.0
2,42433,Nick Lodolo,6.334,1.76,12.405,2.639,4.7,0.889,34.1,0.2831,0.0602,2.0,1.0,3.52,7.33,1.47,6.89,,1,2023,2023-04-01,23,4.5,3.0,3.67,-0.67,401471049,1,1.505,1.505,2.0,3.0,-1.0
3,6321,Rich Hill,5.421,1.526,7.947,3.573,2.224,0.64,146.1,0.1955,0.0348,8.0,14.0,3.01,5.65,1.98,4.41,,0,2023,2023-04-01,17,1.51,1.5,2.71,-1.21,401471049,1,3.002,3.002,3.0,2.0,1.0
1,32640,Michael Wacha,3.221,1.163,8.322,2.886,2.884,0.544,134.1,0.2242,0.0271,14.0,4.0,1.79,4.21,1.6,4.62,,1,2023,2023-04-02,27,5.48,3.99,2.24,1.75,401471052,0,0.514,0.514,0.5,4.0,-3.5
5,33107,Jose Urena,6.516,1.629,5.905,4.48,1.318,0.936,44.2,0.1429,0.064,0,7.0,3.62,5.66,2.49,3.28,,0,2023,2023-04-02,25,2.51,0.51,3.02,-2.51,401471052,0,3.988,3.988,4.0,0.5,3.5
1,28963,Clayton Kershaw,2.47,1.067,9.398,2.744,3.425,0.916,131.2,0.262,0.0363,13.0,5.0,1.37,3.81,1.52,5.22,,1,2023,2023-04-02,29,5.5,4.49,1.97,2.52,401471039,1,1.0,1.0,1.0,4.5,-3.5
8,29949,Madison Bumgarner,10.556,2.469,5.556,8.333,0.667,0.561,16.2,0.1111,0.0444,0,3.0,5.86,7.72,4.63,3.09,,0,2023,2023-04-02,19,1.5,1.0,5.41,-4.41,401471039,1,4.492,4.492,4.5,1.0,3.5
1,41221,Logan Gilbert,3.738,1.078,8.943,1.703,5.25,0.729,190.2,0.2455,0.0377,13.0,7.0,2.08,4.44,0.95,4.97,,1,2023,2023-04-02,5,2.5,2.5,2.08,0.42,401471043,0,2.506,2.506,2.5,2.5,0.0
0,40934,Aaron Civale,3.464,1.163,8.55,2.432,3.515,0.662,122.1,0.2302,0.0238,7.0,5.0,1.92,4.46,1.35,4.75,,0,2023,2023-04-02,12,4.0,2.51,1.93,0.58,401471043,0,2.498,2.498,2.5,2.5,0.0
0,35397,Jeffrey Springs,0.562,0.5,13.5,2.25,6.0,1.0,16.0,0.4364,0.0182,2.0,0,0.31,1.25,1.25,7.5,,1,2023,2023-04-02,6,8.49,5.49,1.21,4.28,401471059,1,0.499,0.499,0.0,1.0,-1.0
1,40927,Joey Wentz,6.93,1.692,8.384,4.021,2.085,0.584,105.2,0.1992,0.0508,3.0,13.0,3.85,6.23,2.23,4.66,,0,2023,2023-04-02,30,1.5,0.5,3.25,-2.75,401471059,1,5.491,5.491,1.0,0.0,1.0
1,39636,MacKenzie Gore,4.431,1.403,9.985,3.769,2.649,0.643,136.1,0.2595,0.0464,7.0,10.0,2.46,4.92,2.09,5.55,,1,2023,2023-04-02,15,3.98,3.98,2.9,1.08,401471055,1,1.027,1.027,1.0,4.0,-3.0
4,4623366,Jared Shuster,5.862,1.513,5.172,4.483,1.154,0.559,52.2,0.1304,0.0304,4.0,3.0,3.26,5.08,2.49,2.87,,0,2023,2023-04-02,20,1.05,1.03,2.81,-1.78,401471055,1,3.977,3.977,4.0,1.0,3.0
3,41009,Tanner Houck,5.009,1.368,8.406,3.481,2.415,1.142,106.0,0.2138,0.0302,6.0,10.0,2.78,4.91,1.93,4.67,,1,2023,2023-04-02,1,9.0,5.49,3.68,1.81,401471056,0,5.505,5.505,3.0,6.0,-3.0
6,39869,Cole Irvin,4.436,1.284,7.938,2.451,3.238,0.714,77.1,0.2024,0.0327,1.0,4.0,2.46,5.06,1.36,4.41,,0,2023,2023-04-02,2,6.51,5.5,3.37,2.13,401471056,1,5.493,5.493,6.0,3.0,3.0
0,42864,Jhony Brito,4.295,1.221,7.192,2.797,2.571,0.799,90.1,0.1935,0.0376,9.0,7.0,2.39,4.55,1.55,4.0,,1,2023,2023-04-02,26,5.5,3.5,2.69,0.81,401471065,0,1.497,1.497,0.0,4.0,-4.0
4,32789,Ross Stripling,5.36,1.348,7.079,1.618,4.375,0.798,89.0,0.1837,0.0525,0,5.0,2.98,5.84,0.9,3.93,,0,2023,2023-04-02,10,3.49,1.5,2.68,-1.18,401471065,0,3.499,3.499,4.0,0.0,4.0
4,39640,Trevor Rogers,4.0,1.222,9.5,3.0,3.167,1.125,18.0,0.2405,0.0253,1.0,2.0,2.22,4.44,1.67,5.28,,1,2023,2023-04-02,21,1.5,1.5,1.92,-0.42,401471062,1,3.986,3.986,4.0,1.0,3.0
1,4142421,Kodai Senga,2.98,1.222,10.945,4.172,2.623,0.786,166.1,0.2911,0.0245,12.0,7.0,1.66,3.79,2.32,6.08,,0,2023,2023-04-02,28,5.49,3.99,2.1,1.89,401471062,0,1.496,1.496,1.0,4.0,-3.0
1,4084179,Graham Ashcraft,4.773,1.377,6.88,3.223,2.135,0.923,145.2,0.1779,0.0369,7.0,9.0,2.65,5.1,1.79,3.82,,1,2023,2023-04-02,23,4.5,3.0,2.8,0.2,401471064,0,1.505,1.505,1.0,3.0,-2.0
3,31878,Vince Velasquez,3.881,1.321,8.976,3.396,2.643,0.467,37.1,0.2284,0.0247,4.0,4.0,2.16,4.72,1.89,4.99,,0,2023,2023-04-02,17,1.51,1.5,1.86,-0.36,401471064,0,3.002,3.002,3.0,1.0,2.0
1,4684365,Luis Garcia,4.0,1.296,10.333,3.333,3.1,0.377,27.0,0.2696,0.0261,2.0,2.0,2.22,4.63,1.85,5.74,,1,2023,2023-04-02,4,3.02,0.01,1.48,-1.47,401471057,0,1.004,1.004,1.0,0.0,1.0
