first_5_runs_allowed,pitcher_id,pitcher_name,pitcher_era,pitcher_whip,pitcher_k9,pitcher_bb9,pitcher_kbb,pitcher_gbfb,pitcher_ip,pitcher_k_pct,pitcher_exp_er_5ip,pitcher_exp_h_5ip,pitcher_exp_bb_5ip,pitcher_exp_k_5ip,pitcher_days_rest,is_home,year,date,opp_avg_runs_allowed,opp_avg_first5_allowed,predicted_f5,edge_vs_opp,is_lhp,game_key
4,33372,Nick Martinez,3.433,1.262,8.665,3.27,2.65,1.175,110.1,0.2299,1.91,4.5,1.82,4.81,4,1,2023,2023-04-01,5.48,3.99,2.35,1.64,0,2023-04-01|San Diego Padres|Colorado Rockies
0,33839,Kyle Freeland,5.045,1.476,5.451,2.436,2.238,0.693,155.2,0.1388,2.8,6.02,1.35,3.03,4,0,2023,2023-04-01,2.51,0.51,2.21,-1.7,1,2023-04-01|San Diego Padres|Colorado Rockies
0,40937,Dustin May,2.625,0.938,6.375,3.0,2.125,0.8,48.0,0.1818,1.46,3.02,1.67,3.54,4,1,2023,2023-04-01,5.5,4.49,2.06,2.43,0,2023-04-01|Los Angeles Dodgers|Arizona Diamondbacks
0,32968,Merrill Kelly,3.301,1.196,9.498,3.505,2.71,0.841,177.2,0.259,1.83,4.03,1.95,5.28,4,0,2023,2023-04-01,1.5,1.0,1.38,-0.38,0,2023-04-01|Los Angeles Dodgers|Arizona Diamondbacks
8,32175,Robbie Ray,8.71,2.903,8.71,14.516,0.6,1.75,3.1,0.1579,4.84,6.45,8.06,4.84,4,1,2023,2023-04-01,2.5,2.5,4.84,-2.34,1,2023-04-01|Seattle Mariners|Cleveland Guardians
4,4187661,Hunter Gaddis,4.5,1.31,5.143,3.0,1.714,0.373,42.0,0.1319,2.5,4.88,1.67,2.86,4,0,2023,2023-04-01,4.0,2.51,2.5,0.01,0,2023-04-01|Seattle Mariners|Cleveland Guardians
3,35759,Jose Urquidy,5.286,1.429,6.429,3.571,1.8,0.574,63.0,0.1636,2.94,5.16,1.98,3.57,4,1,2023,2023-04-01,3.02,0.01,2.19,-2.18,0,2023-04-01|Houston Astros|Chicago White Sox
3,32697,Lucas Giolito,4.889,1.315,9.973,3.569,2.795,0.565,184.1,0.2569,2.72,4.59,1.98,5.54,4,0,2023,2023-04-01,5.97,1.0,2.27,-1.27,0,2023-04-01|Houston Astros|Chicago White Sox
0,33837,Jack Flaherty,4.997,1.582,9.244,4.122,2.242,0.755,144.1,0.2277,2.78,5.62,2.29,5.14,4,1,2023,2023-04-01,8.98,8.96,4.71,4.25,0,2023-04-01|St. Louis Cardinals|Toronto Blue Jays
3,32667,Kevin Gausman,3.162,1.178,11.53,2.676,4.309,0.752,185.0,0.3106,1.76,4.41,1.49,6.41,4,0,2023,2023-04-01,4.01,3.0,1.91,1.09,0,2023-04-01|St. Louis Cardinals|Toronto Blue Jays
0,41022,Justin Steele,3.068,1.173,9.151,1.872,4.889,1.012,173.1,0.2458,1.7,4.82,1.04,5.08,4,1,2023,2023-04-01,4.98,2.0,1.55,0.45,1,2023-04-01|Chicago Cubs|Milwaukee Brewers
0,37515,Brandon Woodruff,2.284,0.821,9.94,2.015,4.933,0.594,67.0,0.2925,1.27,2.99,1.12,5.52,4,0,2023,2023-04-01,8.94,2.98,1.41,1.57,0,2023-04-01|Chicago Cubs|Milwaukee Brewers
5,41165,Josiah Gray,3.906,1.459,8.094,4.528,1.788,0.612,159.0,0.2049,2.17,4.78,2.52,4.5,4,1,2023,2023-04-01,3.98,3.98,2.61,1.37,0,2023-04-01|Washington Nationals|Atlanta Braves
0,4307825,Spencer Strider,3.867,1.096,13.582,2.803,4.845,0.537,186.2,0.3683,2.15,3.92,1.56,7.55,4,0,2023,2023-04-01,1.05,1.03,1.71,-0.68,0,2023-04-01|Washington Nationals|Atlanta Braves
3,31174,Nathan Eovaldi,3.625,1.139,8.25,2.938,2.809,1.063,144.0,0.2288,2.01,4.06,1.63,4.58,4,1,2023,2023-04-01,2.09,2.05,1.88,0.17,0,2023-04-01|Texas Rangers|Philadelphia Phillies
7,31267,Zack Wheeler,3.609,1.078,9.938,1.828,5.436,0.7,192.0,0.2694,2.01,4.38,1.02,5.52,4,0,2023,2023-04-01,1.03,1.03,1.56,-0.53,0,2023-04-01|Texas Rangers|Philadelphia Phillies
3,41085,Clarke Schmidt,4.642,1.352,8.434,2.604,3.239,0.775,159.0,0.2147,2.58,5.31,1.45,4.69,4,1,2023,2023-04-01,5.5,3.5,2.88,0.62,0,2023-04-01|New York Yankees|San Francisco Giants
3,31086,Alex Cobb,3.872,1.324,7.803,2.204,3.541,1.372,151.1,0.2028,2.15,5.39,1.22,4.33,4,0,2023,2023-04-01,3.49,1.5,1.85,-0.35,0,2023-04-01|New York Yankees|San Francisco Giants
11,4142398,Shintaro Fujinami,7.177,1.494,9.456,5.127,1.844,0.644,79.0,0.2325,3.99,4.62,2.85,5.25,4,1,2023,2023-04-01,0.5,0.5,3.39,-2.89,0,2023-04-01|Oakland Athletics|Los Angeles Angels
1,40975,Patrick Sandoval,4.119,1.519,7.989,4.619,1.73,0.886,144.2,0.1963,2.29,5.03,2.57,4.44,4,0,2023,2023-04-01,9.48,8.48,4.08,4.4,1,2023-04-01|Oakland Athletics|Los Angeles Angels
8,30948,Chris Sale,4.315,1.135,11.008,2.554,4.31,0.623,102.2,0.2941,2.4,4.26,1.42,6.12,4,1,2023,2023-04-01,9.0,5.49,3.3,2.19,1,2023-04-01|Boston Red Sox|Baltimore Orioles
5,38295,Dean Kremer,4.129,1.312,8.206,2.875,2.855,0.671,172.2,0.2136,2.29,4.97,1.6,4.56,4,0,2023,2023-04-01,6.51,5.5,3.2,2.3,0,2023-04-01|Boston Red Sox|Baltimore Orioles
1,32804,Zach Eflin,3.505,1.027,9.447,1.219,7.75,1.016,177.2,0.2646,1.95,4.46,0.68,5.25,4,1,2023,2023-04-01,8.49,5.49,2.84,2.65,0,2023-04-01|Tampa Bay Rays|Detroit Tigers
10,33732,Spencer Turnbull,7.258,1.677,6.968,4.355,1.6,0.907,31.0,0.1655,4.03,5.97,2.42,3.87,4,0,2023,2023-04-01,1.5,0.5,3.43,-2.93,0,2023-04-01|Tampa Bay Rays|Detroit Tigers
1,31061,Jordan Lyles,6.298,1.247,6.095,2.286,2.667,0.513,177.2,0.1604,3.5,4.97,1.27,3.39,4,1,2023,2023-04-01,2.0,0.5,2.9,-2.4,0,2023-04-01|Kansas City Royals|Minnesota Twins
0,32082,Sonny Gray,2.788,1.147,8.951,2.69,3.327,0.925,184.0,0.2427,1.55,4.24,1.49,4.97,4,0,2023,2023-04-01,4.5,1.5,1.25,0.25,0,2023-04-01|Kansas City Royals|Minnesota Twins
4,40944,Edward Cabrera,4.264,1.452,10.706,5.988,1.788,1.257,99.2,0.2719,2.37,3.93,3.33,5.95,4,1,2023,2023-04-01,1.5,1.5,2.07,-0.57,0,2023-04-01|Miami Marlins|New York Mets
2,3332018,Tylor Megill,4.711,1.578,7.494,4.14,1.81,0.796,126.1,0.1852,2.62,5.59,2.3,4.16,4,0,2023,2023-04-01,5.49,3.99,3.06,0.93,0,2023-04-01|Miami Marlins|New York Mets
2,42433,Nick Lodolo,6.334,1.76,12.405,2.639,4.7,0.889,34.1,0.2831,3.52,7.33,1.47,6.89,4,1,2023,2023-04-01,4.5,3.0,3.67,-0.67,1,2023-04-01|Cincinnati Reds|Pittsburgh Pirates
3,6321,Rich Hill,5.421,1.526,7.947,3.573,2.224,0.64,146.1,0.1955,3.01,5.65,1.98,4.41,4,0,2023,2023-04-01,1.51,1.5,2.71,-1.2,1,2023-04-01|Cincinnati Reds|Pittsburgh Pirates
1,32640,Michael Wacha,3.221,1.163,8.322,2.886,2.884,0.544,134.1,0.2242,1.79,4.21,1.6,4.62,4,1,2023,2023-04-02,5.48,3.99,2.24,1.75,0,2023-04-02|San Diego Padres|Colorado Rockies
5,33107,Jose Urena,6.516,1.629,5.905,4.48,1.318,0.936,44.2,0.1429,3.62,5.66,2.49,3.28,4,0,2023,2023-04-02,2.51,0.51,3.02,-2.51,0,2023-04-02|San Diego Padres|Colorado Rockies
1,28963,Clayton Kershaw,2.47,1.067,9.398,2.744,3.425,0.916,131.2,0.262,1.37,3.81,1.52,5.22,4,1,2023,2023-04-02,5.5,4.49,1.97,2.52,1,2023-04-02|Los Angeles Dodgers|Arizona Diamondbacks
8,29949,Madison Bumgarner,10.556,2.469,5.556,8.333,0.667,0.561,16.2,0.1111,5.86,7.72,4.63,3.09,4,0,2023,2023-04-02,1.5,1.0,5.41,-4.41,1,2023-04-02|Los Angeles Dodgers|Arizona Diamondbacks
1,41221,Logan Gilbert,3.738,1.078,8.943,1.703,5.25,0.729,190.2,0.2455,2.08,4.44,0.95,4.97,4,1,2023,2023-04-02,2.5,2.5,2.08,0.42,0,2023-04-02|Seattle Mariners|Cleveland Guardians
0,40934,Aaron Civale,3.464,1.163,8.55,2.432,3.515,0.662,122.1,0.2302,1.92,4.46,1.35,4.75,4,0,2023,2023-04-02,4.0,2.51,1.93,0.58,0,2023-04-02|Seattle Mariners|Cleveland Guardians
0,35397,Jeffrey Springs,0.562,0.5,13.5,2.25,6.0,1.0,16.0,0.4364,0.31,1.25,1.25,7.5,4,1,2023,2023-04-02,8.49,5.49,1.21,4.28,1,2023-04-02|Tampa Bay Rays|Detroit Tigers
1,40927,Joey Wentz,6.93,1.692,8.384,4.021,2.085,0.584,105.2,0.1992,3.85,6.23,2.23,4.66,4,0,2023,2023-04-02,1.5,0.5,3.25,-2.75,1,2023-04-02|Tampa Bay Rays|Detroit Tigers
1,39636,MacKenzie Gore,4.431,1.403,9.985,3.769,2.649,0.643,136.1,0.2595,2.46,4.92,2.09,5.55,4,1,2023,2023-04-02,3.98,3.98,2.9,1.08,1,2023-04-02|Washington Nationals|Atlanta Braves
4,4623366,Jared Shuster,5.862,1.513,5.172,4.483,1.154,0.559,52.2,0.1304,3.26,5.08,2.49,2.87,4,0,2023,2023-04-02,1.05,1.03,2.81,-1.78,1,2023-04-02|Washington Nationals|Atlanta Braves
3,41009,Tanner Houck,5.009,1.368,8.406,3.481,2.415,1.142,106.0,0.2138,2.78,4.91,1.93,4.67,4,1,2023,2023-04-02,9.0,5.49,3.68,1.81,0,2023-04-02|Boston Red Sox|Baltimore Orioles
6,39869,Cole Irvin,4.436,1.284,7.938,2.451,3.238,0.714,77.1,0.2024,2.46,5.06,1.36,4.41,4,0,2023,2023-04-02,6.51,5.5,3.37,2.13,1,2023-04-02|Boston Red Sox|Baltimore Orioles
0,42864,Jhony Brito,4.295,1.221,7.192,2.797,2.571,0.799,90.1,0.1935,2.39,4.55,1.55,4.0,4,1,2023,2023-04-02,5.5,3.5,2.69,0.81,0,2023-04-02|New York Yankees|San Francisco Giants
4,32789,Ross Stripling,5.36,1.348,7.079,1.618,4.375,0.798,89.0,0.1837,2.98,5.84,0.9,3.93,4,0,2023,2023-04-02,3.49,1.5,2.68,-1.18,0,2023-04-02|New York Yankees|San Francisco Giants
4,39640,Trevor Rogers,4.0,1.222,9.5,3.0,3.167,1.125,18.0,0.2405,2.22,4.44,1.67,5.28,4,1,2023,2023-04-02,1.5,1.5,1.92,-0.42,1,2023-04-02|Miami Marlins|New York Mets
1,4142421,Kodai Senga,2.98,1.222,10.945,4.172,2.623,0.786,166.1,0.2911,1.66,3.79,2.32,6.08,4,0,2023,2023-04-02,5.49,3.99,2.1,1.89,0,2023-04-02|Miami Marlins|New York Mets
1,4084179,Graham Ashcraft,4.773,1.377,6.88,3.223,2.135,0.923,145.2,0.1779,2.65,5.1,1.79,3.82,4,1,2023,2023-04-02,4.5,3.0,2.8,0.2,0,2023-04-02|Cincinnati Reds|Pittsburgh Pirates
3,31878,Vince Velasquez,3.881,1.321,8.976,3.396,2.643,0.467,37.1,0.2284,2.16,4.72,1.89,4.99,4,0,2023,2023-04-02,1.51,1.5,1.86,-0.36,0,2023-04-02|Cincinnati Reds|Pittsburgh Pirates
1,4684365,Luis Garcia,4.0,1.296,10.333,3.333,3.1,0.377,27.0,0.2696,2.22,4.63,1.85,5.74,4,1,2023,2023-04-02,3.02,0.01,1.48,-1.47,0,2023-04-02|Houston Astros|Chicago White Sox
0,32769,Mike Clevinger,3.776,1.228,7.551,2.746,2.75,0.455,131.1,0.2004,2.1,4.61,1.53,4.2,4,0,2023,2023-04-02,5.97,1.0,1.65,-0.65,0,2023-04-02|Houston Astros|Chicago White Sox
2,35292,Brad Keller,4.59,1.929,6.186,8.98,0.689,1.357,45.1,0.1469,2.55,4.66,4.99,3.44,4,1,2023,2023-04-02,2.0,0.5,1.95,-1.45,0,2023-04-02|Kansas City Royals|Minnesota Twins
1,42450,Joe Ryan,4.522,1.172,10.999,1.898,5.794,0.495,161.2,0.2932,2.51,4.81,1.05,6.11,4,0,2023,2023-04-02,4.5,1.5,2.21,-0.71,0,2023-04-02|Kansas City Royals|Minnesota Twins
3,38173,Jordan Montgomery,3.204,1.196,7.938,2.295,3.458,0.78,188.2,0.2136,1.78,4.7,1.28,4.41,4,1,2023,2023-04-02,8.98,8.96,3.72,5.24,1,2023-04-02|St. Louis Cardinals|Toronto Blue Jays
9,33148,Chris Bassitt,3.6,1.175,8.37,2.655,3.153,0.751,200.0,0.2252,2.0,4.4,1.47,4.65,4,0,2023,2023-04-02,4.01,3.0,2.15,0.85,0,2023-04-02|St. Louis Cardinals|Toronto Blue Jays
3,31258,Jameson Taillon,4.848,1.278,8.177,2.395,3.415,0.623,154.1,0.2137,2.69,5.06,1.33,4.54,4,1,2023,2023-04-02,4.98,2.0,2.54,-0.54,0,2023-04-02|Chicago Cubs|Milwaukee Brewers
2,39915,Eric Lauer,6.623,1.688,8.377,4.675,1.792,0.333,46.2,0.2038,3.68,5.84,2.6,4.65,4,0,2023,2023-04-02,8.94,2.98,3.82,-0.84,1,2023-04-02|Chicago Cubs|Milwaukee Brewers
6,4189711,Ken Waldichuk,5.362,1.56,8.426,4.532,1.859,0.697,141.0,0.2066,2.98,5.28,2.52,4.68,4,1,2023,2023-04-02,0.5,0.5,2.38,-1.88,1,2023-04-02|Oakland Athletics|Los Angeles Angels
0,32151,Tyler Anderson,5.426,1.489,7.596,4.085,1.859,0.449,141.0,0.1892,3.01,5.18,2.27,4.22,4,0,2023,2023-04-02,9.48,8.48,4.81,3.68,1,2023-04-02|Oakland Athletics|Los Angeles Angels
1,31730,Noah Syndergaard,6.531,1.395,5.714,1.939,2.947,0.619,88.2,0.1432,3.63,5.9,1.08,3.17,4,1,2023,2023-04-02,5.5,4.49,4.23,0.26,0,2023-04-02|Los Angeles Dodgers|Arizona Diamondbacks
1,33829,Zach Davies,7.016,1.669,7.893,4.275,1.846,0.796,82.1,0.191,3.9,5.97,2.38,4.38,4,0,2023,2023-04-02,1.5,1.0,3.45,-2.45,0,2023-04-02|Los Angeles Dodgers|Arizona Diamondbacks
4,33158,Marco Gonzales,5.22,1.46,6.12,3.24,1.889,0.68,50.0,0.1581,2.9,5.5,1.8,3.4,4,1,2023,2023-04-02,2.5,2.5,2.9,-0.4,1,2023-04-02|Seattle Mariners|Cleveland Guardians
5,39875,Cal Quantrill,5.262,1.472,5.262,3.175,1.657,0.678,99.2,0.1306,2.92,5.59,1.76,2.92,4,0,2023,2023-04-02,4.0,2.51,2.93,-0.42,0,2023-04-02|Seattle Mariners|Cleveland Guardians
0,34873,Seth Lugo,3.573,1.205,8.624,2.218,3.889,0.832,146.1,0.2318,1.98,4.79,1.23,4.79,4,1,2023,2023-04-02,5.48,3.99,2.43,1.56,0,2023-04-02|San Diego Padres|Colorado Rockies
3,34897,Austin Gomber,5.504,1.489,5.633,2.784,2.023,0.747,139.0,0.1443,3.06,5.9,1.55,3.13,4,0,2023,2023-04-02,2.51,0.51,2.46,-1.95,1,2023-04-02|San Diego Padres|Colorado Rockies
1,31098,Martin Perez,4.462,1.409,5.928,3.123,1.898,0.855,141.2,0.153,2.48,5.31,1.74,3.29,4,1,2023,2023-04-02,2.09,2.05,2.35,-0.3,1,2023-04-02|Texas Rangers|Philadelphia Phillies
2,4705677,Bailey Falter,5.387,1.421,6.733,2.244,3.0,0.679,80.2,0.1729,2.99,5.86,1.25,3.74,4,0,2023,2023-04-02,1.03,1.03,2.55,-1.52,1,2023-04-02|Texas Rangers|Philadelphia Phillies
1,33696,Carlos Rodon,3.091,1.051,9.364,3.368,2.781,0.787,195.1,0.2573,1.72,3.38,1.87,5.2,4,1,2025,2025-03-27,12.0,5.03,2.48,2.55,1,2025-03-27|New York Yankees|Milwaukee Brewers
2,39825,Freddy Peralta,2.707,1.078,10.42,3.371,3.091,0.599,176.2,0.2822,1.5,3.52,1.87,5.79,4,0,2025,2025-03-27,3.02,3.0,1.66,1.34,0,2025-03-27|New York Yankees|Milwaukee Brewers
6,32811,Jose Berrios,4.175,1.301,7.482,3.036,2.464,0.732,166.0,0.1977,2.32,4.82,1.69,4.16,4,1,2025,2025-03-27,4.0,3.5,2.62,0.88,0,2025-03-27|Toronto Blue Jays|Baltimore Orioles
2,32804,Zach Eflin,5.949,1.421,6.329,1.646,3.846,0.73,71.1,0.1618,3.31,6.19,0.91,3.52,4,0,2025,2025-03-27,5.01,4.5,3.9,0.6,0,2025-03-27|Toronto Blue Jays|Baltimore Orioles
0,39636,MacKenzie Gore,4.183,1.357,10.459,3.618,2.891,0.626,159.2,0.2721,2.32,4.77,2.01,5.81,4,1,2025,2025-03-27,5.5,2.5,2.32,0.18,1,2025-03-27|Washington Nationals|Philadelphia Phillies
1,31267,Zack Wheeler,2.714,0.938,11.763,1.991,5.909,0.711,149.2,0.3333,1.51,3.59,1.11,6.53,4,0,2025,2025-03-27,6.0,1.0,1.06,-0.06,0,2025-03-27|Washington Nationals|Philadelphia Phillies
2,31174,Nathan Eovaldi,1.731,0.854,8.931,1.454,6.143,1.048,130.0,0.2601,0.96,3.46,0.81,4.96,4,1,2025,2025-03-27,3.5,2.5,0.96,1.54,0,2025-03-27|Texas Rangers|Boston Red Sox
2,4297835,Garrett Crochet,2.589,1.029,11.19,2.019,5.543,0.973,205.1,0.3133,1.44,4.02,1.12,6.22,4,0,2025,2025-03-27,2.5,1.0,0.99,0.01,1,2025-03-27|Texas Rangers|Boston Red Sox
2,35241,Sandy Alcantara,5.373,1.274,7.336,2.945,2.491,0.874,174.2,0.1906,2.99,4.74,1.64,4.08,4,1,2025,2025-03-27,4.0,1.0,2.54,-1.54,0,2025-03-27|Miami Marlins|Pittsburgh Pirates
1,4719507,Paul Skenes,1.971,0.951,10.385,2.019,5.143,0.804,187.2,0.2947,1.1,3.63,1.12,5.77,4,0,2025,2025-03-27,3.0,1.51,0.8,0.71,0,2025-03-27|Miami Marlins|Pittsburgh Pirates
2,39635,Hunter Greene,2.771,0.942,11.082,2.183,5.077,0.52,107.2,0.3143,1.54,3.5,1.21,6.16,4,1,2025,2025-03-27,3.0,1.0,1.09,-0.09,0,2025-03-27|Cincinnati Reds|San Francisco Giants
3,41216,Logan Webb,3.217,1.237,9.739,2.0,4.87,1.185,207.0,0.2617,1.79,5.07,1.11,5.41,4,0,2025,2025-03-27,4.0,1.5,1.49,0.01,0,2025-03-27|Cincinnati Reds|San Francisco Giants
0,4867679,Sean Burke,4.295,1.454,8.926,4.228,2.111,0.662,134.1,0.2232,2.39,4.92,2.35,4.96,4,1,2025,2025-03-27,2.02,2.0,2.23,-0.23,0,2025-03-27|Chicago White Sox|Los Angeles Angels
3,41415,Yusei Kikuchi,3.992,1.426,8.793,3.739,2.351,0.675,178.1,0.2254,2.22,5.05,2.08,4.88,4,0,2025,2025-03-27,2.98,1.98,2.06,-0.07,1,2025-03-27|Chicago White Sox|Los Angeles Angels
2,41054,Cole Ragans,4.706,1.193,14.412,2.941,4.9,0.593,61.2,0.3813,2.61,4.33,1.63,8.01,4,1,2025,2025-03-27,3.0,0.5,2.02,-1.52,1,2025-03-27|Kansas City Royals|Cleveland Guardians
3,33194,Ben Lively,3.258,1.199,5.905,3.054,1.933,0.441,44.2,0.1629,1.81,4.3,1.7,3.28,4,0,2025,2025-03-27,4.5,3.0,1.96,1.04,0,2025-03-27|Kansas City Royals|Cleveland Guardians
0,36581,Framber Valdez,3.656,1.245,8.766,3.188,2.75,1.466,192.0,0.2332,2.03,4.45,1.77,4.87,4,1,2025,2025-03-27,2.0,1.01,1.58,-0.57,1,2025-03-27|Houston Astros|New York Mets
3,32827,Clay Holmes,3.541,1.308,7.028,3.596,1.955,1.268,165.2,0.1822,1.97,4.54,2.0,3.9,4,0,2025,2025-03-27,1.01,0.01,1.22,-1.21,0,2025-03-27|Houston Astros|New York Mets
4,40429,Michael King,3.447,1.204,9.357,3.201,2.923,0.642,73.1,0.2468,1.92,4.24,1.78,5.2,4,1,2025,2025-03-27,1.03,0.02,1.17,-1.15,0,2025-03-27|San Diego Padres|Atlanta Braves
3,30948,Chris Sale,2.588,1.07,11.861,2.3,5.156,0.669,125.2,0.3235,1.44,4.07,1.28,6.59,4,0,2025,2025-03-27,0.03,0.03,0.7,-0.67,1,2025-03-27|San Diego Padres|Atlanta Braves
2,32082,Sonny Gray,4.295,1.238,10.039,1.898,5.289,0.821,180.2,0.2669,2.39,5.13,1.05,5.58,4,1,2025,2025-03-27,7.0,4.5,2.99,1.51,0,2025-03-27|St. Louis Cardinals|Minnesota Twins
4,39671,Pablo Lopez,2.753,1.117,8.737,2.394,3.65,0.629,75.2,0.234,1.53,4.26,1.33,4.85,4,0,2025,2025-03-27,1.5,1.5,1.23,0.27,0,2025-03-27|St. Louis Cardinals|Minnesota Twins
2,33748,Blake Snell,2.357,1.26,10.606,3.83,2.769,1.026,61.1,0.2835,1.31,4.17,2.13,5.89,4,1,2025,2025-03-27,7.0,3.98,1.75,2.24,1,2025-03-27|Los Angeles Dodgers|Detroit Tigers
4,42409,Tarik Skubal,2.214,0.892,11.117,1.522,7.303,0.712,195.1,0.3222,1.23,3.61,0.85,6.18,4,0,2025,2025-03-27,3.01,2.0,1.08,0.92,1,2025-03-27|Los Angeles Dodgers|Detroit Tigers
7,39910,Zac Gallen,4.828,1.26,8.203,3.094,2.652,0.797,192.0,0.2153,2.68,4.58,1.72,4.56,4,1,2025,2025-03-28,6.5,0.52,2.09,-1.57,0,2025-03-28|Arizona Diamondbacks|Chicago Cubs
3,41022,Justin Steele,4.865,1.171,8.514,2.027,4.2,0.711,22.2,0.2283,2.7,4.73,1.13,4.73,4,0,2025,2025-03-28,5.0,2.01,2.56,-0.55,1,2025-03-28|Arizona Diamondbacks|Chicago Cubs
1,41221,Logan Gilbert,3.435,1.031,11.885,2.13,5.581,0.662,131.0,0.3234,1.91,3.97,1.18,6.6,4,1,2025,2025-03-28,2.0,0.5,1.31,-0.81,0,2025-03-28|Seattle Mariners|Athletics
0,33263,Luis Severino,4.55,1.307,6.88,2.774,2.48,0.722,162.2,0.1759,2.53,4.99,1.54,3.82,4,0,2025,2025-03-28,2.51,1.5,2.23,-0.73,0,2025-03-28|Seattle Mariners|Athletics
2,4208281,Ryan Pepiot,3.876,1.166,8.989,3.283,2.738,0.632,167.2,0.2459,2.15,4.01,1.82,4.99,4,1,2025,2025-03-28,3.5,1.0,1.7,-0.7,0,2025-03-28|Tampa Bay Rays|Colorado Rockies
0,33839,Kyle Freeland,4.994,1.424,6.88,2.109,3.263,0.712,162.2,0.1749,2.77,5.95,1.17,3.82,4,0,2025,2025-03-28,3.0,1.0,2.33,-1.33,1,2025-03-28|Tampa Bay Rays|Colorado Rockies
2,32667,Kevin Gausman,3.591,1.062,8.813,2.332,3.78,0.595,193.0,0.2439,1.99,4.02,1.3,4.9,4,1,2025,2025-03-28,4.0,3.5,2.3,1.2,0,2025-03-28|Toronto Blue Jays|Baltimore Orioles
5,29155,Charlie Morton,5.831,1.577,9.444,4.563,2.069,0.797,142.0,0.2278,3.24,5.35,2.54,5.25,4,0,2025,2025-03-28,5.01,4.5,3.84,0.66,0,2025-03-28|Toronto Blue Jays|Baltimore Orioles
4,5201596,Connor Gillispie,8.654,1.654,7.962,3.808,2.091,0.63,26.0,0.187,4.81,6.15,2.12,4.42,4,1,2025,2025-03-28,4.0,1.0,4.36,-3.36,0,2025-03-28|Miami Marlins|Pittsburgh Pirates
1,33722,Mitch Keller,4.191,1.261,7.666,2.606,2.941,0.796,176.1,0.2003,2.33,4.86,1.45,4.26,4,0,2025,2025-03-28,3.0,1.51,2.03,-0.52,0,2025-03-28|Miami Marlins|Pittsburgh Pirates
1,4622181,Jack Leiter,3.869,1.283,8.81,3.988,2.209,0.608,151.2,0.2291,2.15,4.2,2.22,4.89,4,1,2025,2025-03-29,3.5,2.5,2.15,0.35,0,2025-03-29|Texas Rangers|Boston Red Sox
2,41009,Tanner Houck,8.125,1.713,6.667,3.542,1.882,0.961,43.2,0.1576,4.51,6.6,1.97,3.7,4,0,2025,2025-03-29,2.5,1.0,4.06,-3.06,0,2025-03-29|Texas Rangers|Boston Red Sox
3,4717803,Hunter Brown,2.431,1.026,10.016,2.771,3.614,0.929,185.1,0.2826,1.35,3.59,1.54,5.56,4,1,2025,2025-03-29,2.0,1.01,0.9,0.11,0,2025-03-29|Houston Astros|New York Mets
1,3332018,Tylor Megill,3.965,1.366,11.762,4.361,2.697,0.692,68.1,0.2918,2.2,4.41,2.42,6.53,4,0,2025,2025-03-29,1.01,0.01,1.46,-1.45,0,2025-03-29|Houston Astros|New York Mets
3,34943,Dylan Cease,4.554,1.327,11.518,3.804,3.028,0.595,168.0,0.2978,2.53,4.52,2.11,6.4,4,1,2025,2025-03-29,1.03,0.02,1.79,-1.77,0,2025-03-29|San Diego Padres|Atlanta Braves
3,33860,Reynaldo Lopez,5.4,2.2,1.8,3.6,0.5,0.692,5.0,0.04,3.0,9.0,2.0,1.0,4,0,2025,2025-03-29,0.03,0.03,2.26,-2.23,0,2025-03-29|San Diego Padres|Atlanta Braves
1,32968,Merrill Kelly,3.522,1.114,8.168,2.348,3.479,0.776,184.0,0.2233,1.96,4.27,1.3,4.54,4,1,2025,2025-03-29,6.5,0.52,1.36,-0.84,0,2025-03-29|Arizona Diamondbacks|Chicago Cubs
6,31258,Jameson Taillon,3.692,1.06,6.827,1.881,3.63,0.521,129.2,0.1888,2.05,4.26,1.04,3.79,4,0,2025,2025-03-29,5.0,2.01,1.9,0.11,0,2025-03-29|Arizona Diamondbacks|Chicago Cubs
2,35124,Luis Castillo,3.546,1.188,8.091,2.297,3.522,0.699,180.2,0.2174,1.97,4.66,1.28,4.5,4,1,2025,2025-03-29,2.0,0.5,1.37,-0.87,0,2025-03-29|Seattle Mariners|Athletics
0,35397,Jeffrey Springs,4.105,1.211,7.263,2.842,2.556,0.467,171.0,0.1935,2.28,4.47,1.58,4.04,4,0,2025,2025-03-29,2.51,1.5,1.98,-0.48,1,2025-03-29|Seattle Mariners|Athletics
2,4872587,Yoshinobu Yamamoto,2.494,0.993,10.445,3.066,3.407,1.159,173.2,0.2939,1.39,3.26,1.7,5.8,4,1,2025,2025-03-29,7.0,3.98,1.83,2.15,0,2025-03-29|Los Angeles Dodgers|Detroit Tigers
0,33837,Jack Flaherty,4.64,1.28,10.509,3.298,3.186,0.589,161.0,0.2761,2.58,4.57,1.83,5.84,4,0,2025,2025-03-29,3.01,2.0,2.43,-0.43,0,2025-03-29|Los Angeles Dodgers|Detroit Tigers
6,32685,Max Fried,2.86,1.102,8.719,2.353,3.706,1.111,195.1,0.236,1.59,4.2,1.31,4.84,4,1,2025,2025-03-29,12.0,5.03,2.35,2.68,1,2025-03-29|New York Yankees|Milwaukee Brewers
