first_5_runs_allowed,pitcher_name,pitcher_era,pitcher_whip,pitcher_k9,pitcher_bb9,pitcher_kbb,pitcher_gbfb,pitcher_ip,pitcher_k_pct,is_home,year,date,opp_avg_runs_allowed,opp_avg_first5_allowed,predicted_f5,edge_vs_opp,is_lhp,game_key
4,Patrick Corbin,5.2,1.483,6.2,2.85,2.175,0.828,180.0,0.157,1,2023,2023-03-30,4.34,2.43,2.87,-0.44,1,2023-03-30|Washington Nationals|Atlanta Braves
2,Max Fried,2.565,1.14,9.326,2.098,4.444,1.453,77.2,0.2572,0,2023,2023-03-30,4.99,2.85,1.53,1.32,1,2023-03-30|Washington Nationals|Atlanta Braves
0,Gerrit Cole,2.627,0.981,9.56,2.067,4.625,0.676,209.0,0.2704,1,2023,2023-03-30,4.29,2.43,1.44,0.99,0,2023-03-30|New York Yankees|San Francisco Giants
3,Logan Webb,3.25,1.074,8.083,1.292,6.258,1.68,216.0,0.2282,0,2023,2023-03-30,4.12,2.36,1.76,0.6,0,2023-03-30|New York Yankees|San Francisco Giants
8,Corey Kluber,7.036,1.636,6.873,3.436,2.0,0.439,55.0,0.1634,1,2023,2023-03-30,4.19,2.4,3.88,-1.48,0,2023-03-30|Boston Red Sox|Baltimore Orioles
2,Kyle Gibson,4.734,1.318,7.359,2.578,2.855,0.99,192.0,0.1945,0,2023,2023-03-30,4.6,2.57,2.65,-0.08,0,2023-03-30|Boston Red Sox|Baltimore Orioles
0,Marcus Stroman,3.965,1.263,7.863,3.436,2.288,1.345,136.2,0.207,1,2023,2023-03-30,3.89,2.21,2.12,0.09,0,2023-03-30|Chicago Cubs|Milwaukee Brewers
4,Corbin Burnes,3.401,1.071,9.317,3.075,3.03,0.789,193.2,0.2551,0,2023,2023-03-30,4.49,2.61,1.92,0.69,0,2023-03-30|Chicago Cubs|Milwaukee Brewers
0,Shane McClanahan,3.287,1.183,9.47,3.209,2.951,0.806,115.0,0.258,1,2023,2023-03-30,4.39,2.41,1.8,0.61,1,2023-03-30|Tampa Bay Rays|Detroit Tigers
1,Eduardo Rodriguez,3.311,1.156,8.456,2.838,2.979,0.743,152.2,0.2303,0,2023,2023-03-30,4.03,2.34,1.79,0.55,1,2023-03-30|Tampa Bay Rays|Detroit Tigers
6,Jacob deGrom,2.691,0.764,13.455,1.196,11.25,0.61,30.1,0.3913,1,2023,2023-03-30,4.22,2.59,1.52,1.07,0,2023-03-30|Texas Rangers|Philadelphia Phillies
11,Aaron Nola,4.472,1.154,9.41,2.096,4.489,0.758,193.2,0.2547,0,2023,2023-03-30,4.43,2.33,2.43,-0.1,0,2023-03-30|Texas Rangers|Philadelphia Phillies
0,Zack Greinke,5.067,1.274,6.144,1.457,4.217,0.777,142.1,0.1636,1,2023,2023-03-30,3.92,2.2,2.73,-0.53,0,2023-03-30|Kansas City Royals|Minnesota Twins
0,Pablo Lopez,3.665,1.155,10.856,2.227,4.875,0.828,194.0,0.2921,0,2023,2023-03-30,5.18,2.91,2.16,0.75,0,2023-03-30|Kansas City Royals|Minnesota Twins
1,Sandy Alcantara,4.153,1.216,7.378,2.345,3.146,1.078,184.2,0.1982,1,2023,2023-03-30,4.19,2.23,2.23,-0.0,0,2023-03-30|Miami Marlins|New York Mets
0,Max Scherzer,3.784,1.124,10.289,2.661,3.867,0.508,152.2,0.2802,0,2023,2023-03-30,4.43,2.37,2.06,0.31,0,2023-03-30|Miami Marlins|New York Mets
4,Hunter Greene,4.821,1.42,12.214,3.857,3.167,0.559,112.0,0.3052,1,2023,2023-03-30,4.89,2.76,2.76,0.0,0,2023-03-30|Cincinnati Reds|Pittsburgh Pirates
4,Mitch Keller,4.219,1.247,9.737,2.55,3.818,0.791,194.1,0.2545,0,2023,2023-03-30,4.96,2.93,2.47,0.46,0,2023-03-30|Cincinnati Reds|Pittsburgh Pirates
5,Miles Mikolas,4.789,1.318,6.131,1.745,3.513,0.64,201.1,0.1593,1,2023,2023-03-30,4.03,2.37,2.62,-0.25,0,2023-03-30|St. Louis Cardinals|Toronto Blue Jays
5,Alek Manoah,5.89,1.745,8.163,6.096,1.339,0.634,87.1,0.1904,0,2023,2023-03-30,5.1,2.86,3.38,-0.52,0,2023-03-30|St. Louis Cardinals|Toronto Blue Jays
0,Framber Valdez,3.455,1.126,9.091,2.591,3.509,1.231,198.0,0.2475,1,2023,2023-03-30,5.11,2.84,2.02,0.82,1,2023-03-30|Houston Astros|Chicago White Sox
0,Dylan Cease,4.576,1.418,10.881,4.017,2.709,0.582,177.0,0.273,0,2023,2023-03-30,4.18,2.41,2.51,-0.1,0,2023-03-30|Houston Astros|Chicago White Sox
4,Blake Snell,2.25,1.189,11.7,4.95,2.364,0.776,180.0,0.3154,1,2023,2023-03-31,5.77,3.44,1.53,1.91,1,2023-03-31|San Diego Padres|Colorado Rockies
2,German Marquez,4.95,1.1,7.65,1.35,5.667,1.071,20.0,0.2125,0,2023,2023-03-31,4.12,2.19,2.66,-0.47,0,2023-03-31|San Diego Padres|Colorado Rockies
1,Kyle Muller,7.597,1.961,6.545,4.558,1.436,0.768,77.0,0.1505,1,2023,2023-03-31,4.96,2.61,4.25,-1.64,1,2023-03-31|Oakland Athletics|Los Angeles Angels
0,Shohei Ohtani,3.136,1.061,11.386,3.75,3.036,0.845,132.0,0.3145,0,2023,2023-03-31,5.84,3.35,2.0,1.35,0,2023-03-31|Oakland Athletics|Los Angeles Angels
2,Julio Urias,4.611,1.161,8.992,1.845,4.875,0.601,117.1,0.2427,1,2023,2023-03-31,4.5,2.53,2.57,-0.04,1,2023-03-31|Los Angeles Dodgers|Arizona Diamondbacks
5,Zac Gallen,3.471,1.119,9.429,2.014,4.681,0.734,210.0,0.26,0,2023,2023-03-31,4.29,2.5,1.93,0.57,0,2023-03-31|Los Angeles Dodgers|Arizona Diamondbacks
0,Luis Castillo,3.335,1.096,10.005,2.558,3.911,0.652,197.0,0.2731,1,2023,2023-03-31,4.33,2.36,1.81,0.55,0,2023-03-31|Seattle Mariners|Cleveland Guardians
0,Shane Bieber,3.797,1.234,7.523,2.391,3.147,0.906,128.0,0.2008,0,2023,2023-03-31,4.1,2.38,2.07,0.31,0,2023-03-31|Seattle Mariners|Cleveland Guardians
0,Jesus Luzardo,3.586,1.218,10.505,2.778,3.782,0.698,178.2,0.2807,1,2023,2023-03-31,4.19,2.23,1.91,0.32,1,2023-03-31|Miami Marlins|New York Mets
1,David Peterson,5.027,1.568,10.378,4.054,2.56,1.232,111.0,0.2602,0,2023,2023-03-31,4.43,2.37,2.76,-0.39,1,2023-03-31|Miami Marlins|New York Mets
1,Cristian Javier,4.556,1.265,8.833,3.444,2.565,0.354,162.0,0.2314,1,2023,2023-04-01,5.11,2.84,2.63,0.21,0,2023-04-01|Houston Astros|Chicago White Sox
0,Lance Lynn,5.748,1.397,9.383,3.291,2.851,0.57,183.2,0.2364,0,2023,2023-04-01,4.18,2.41,3.17,-0.76,0,2023-04-01|Houston Astros|Chicago White Sox
4,Nick Martinez,3.433,1.262,8.665,3.27,2.65,1.175,110.1,0.2299,1,2023,2023-04-01,5.77,3.44,2.19,1.25,0,2023-04-01|San Diego Padres|Colorado Rockies
0,Kyle Freeland,5.045,1.476,5.451,2.436,2.238,0.693,155.2,0.1388,0,2023,2023-04-01,4.12,2.19,2.71,-0.52,1,2023-04-01|San Diego Padres|Colorado Rockies
0,Dustin May,2.625,0.938,6.375,3.0,2.125,0.8,48.0,0.1818,1,2023,2023-04-01,4.5,2.53,1.47,1.06,0,2023-04-01|Los Angeles Dodgers|Arizona Diamondbacks
0,Merrill Kelly,3.301,1.196,9.498,3.505,2.71,0.841,177.2,0.259,0,2023,2023-04-01,4.29,2.5,1.83,0.67,0,2023-04-01|Los Angeles Dodgers|Arizona Diamondbacks
8,Robbie Ray,8.71,2.903,8.71,14.516,0.6,1.75,3.1,0.1579,1,2023,2023-04-01,4.33,2.36,4.8,-2.44,1,2023-04-01|Seattle Mariners|Cleveland Guardians
4,Hunter Gaddis,4.5,1.31,5.143,3.0,1.714,0.373,42.0,0.1319,0,2023,2023-04-01,4.1,2.38,2.46,-0.08,0,2023-04-01|Seattle Mariners|Cleveland Guardians
0,Jack Flaherty,4.997,1.582,9.244,4.122,2.242,0.755,144.1,0.2277,1,2023,2023-04-01,4.03,2.37,2.74,-0.37,0,2023-04-01|St. Louis Cardinals|Toronto Blue Jays
3,Kevin Gausman,3.162,1.178,11.53,2.676,4.309,0.752,185.0,0.3106,0,2023,2023-04-01,5.1,2.86,1.86,1.0,0,2023-04-01|St. Louis Cardinals|Toronto Blue Jays
0,Justin Steele,3.068,1.173,9.151,1.872,4.889,1.012,173.1,0.2458,1,2023,2023-04-01,3.89,2.21,1.62,0.59,1,2023-04-01|Chicago Cubs|Milwaukee Brewers
0,Brandon Woodruff,2.284,0.821,9.94,2.015,4.933,0.594,67.0,0.2925,0,2023,2023-04-01,4.49,2.61,1.3,1.31,0,2023-04-01|Chicago Cubs|Milwaukee Brewers
5,Josiah Gray,3.906,1.459,8.094,4.528,1.788,0.612,159.0,0.2049,1,2023,2023-04-01,4.34,2.43,2.15,0.28,0,2023-04-01|Washington Nationals|Atlanta Braves
0,Spencer Strider,3.867,1.096,13.582,2.803,4.845,0.537,186.2,0.3683,0,2023,2023-04-01,4.99,2.85,2.25,0.6,0,2023-04-01|Washington Nationals|Atlanta Braves
3,Nathan Eovaldi,3.625,1.139,8.25,2.938,2.809,1.063,144.0,0.2288,1,2023,2023-04-01,4.22,2.59,2.04,0.55,0,2023-04-01|Texas Rangers|Philadelphia Phillies
7,Zack Wheeler,3.609,1.078,9.938,1.828,5.436,0.7,192.0,0.2694,0,2023,2023-04-01,4.43,2.33,1.95,0.38,0,2023-04-01|Texas Rangers|Philadelphia Phillies
3,Clarke Schmidt,4.642,1.352,8.434,2.604,3.239,0.775,159.0,0.2147,1,2023,2023-04-01,4.29,2.43,2.56,-0.13,0,2023-04-01|New York Yankees|San Francisco Giants
3,Alex Cobb,3.872,1.324,7.803,2.204,3.541,1.372,151.1,0.2028,0,2023,2023-04-01,4.12,2.36,2.11,0.25,0,2023-04-01|New York Yankees|San Francisco Giants
11,Shintaro Fujinami,7.177,1.494,9.456,5.127,1.844,0.644,79.0,0.2325,1,2023,2023-04-01,4.96,2.61,4.02,-1.41,0,2023-04-01|Oakland Athletics|Los Angeles Angels
1,Patrick Sandoval,4.119,1.519,7.989,4.619,1.73,0.886,144.2,0.1963,0,2023,2023-04-01,5.84,3.35,2.54,0.81,1,2023-04-01|Oakland Athletics|Los Angeles Angels
8,Chris Sale,4.315,1.135,11.008,2.554,4.31,0.623,102.2,0.2941,1,2023,2023-04-01,4.19,2.4,2.37,0.03,1,2023-04-01|Boston Red Sox|Baltimore Orioles
5,Dean Kremer,4.129,1.312,8.206,2.875,2.855,0.671,172.2,0.2136,0,2023,2023-04-01,4.6,2.57,2.31,0.26,0,2023-04-01|Boston Red Sox|Baltimore Orioles
1,Zach Eflin,3.505,1.027,9.447,1.219,7.75,1.016,177.2,0.2646,1,2023,2023-04-01,4.39,2.41,1.92,0.49,0,2023-04-01|Tampa Bay Rays|Detroit Tigers
10,Spencer Turnbull,7.258,1.677,6.968,4.355,1.6,0.907,31.0,0.1655,0,2023,2023-04-01,4.03,2.34,3.98,-1.64,0,2023-04-01|Tampa Bay Rays|Detroit Tigers
1,Jordan Lyles,6.298,1.247,6.095,2.286,2.667,0.513,177.2,0.1604,1,2023,2023-04-01,3.92,2.2,3.41,-1.21,0,2023-04-01|Kansas City Royals|Minnesota Twins
0,Sonny Gray,2.788,1.147,8.951,2.69,3.327,0.925,184.0,0.2427,0,2023,2023-04-01,5.18,2.91,1.67,1.24,0,2023-04-01|Kansas City Royals|Minnesota Twins
4,Edward Cabrera,4.264,1.452,10.706,5.988,1.788,1.257,99.2,0.2719,1,2023,2023-04-01,4.19,2.23,2.29,-0.06,0,2023-04-01|Miami Marlins|New York Mets
2,Tylor Megill,4.711,1.578,7.494,4.14,1.81,0.796,126.1,0.1852,0,2023,2023-04-01,4.43,2.37,2.58,-0.21,0,2023-04-01|Miami Marlins|New York Mets
2,Nick Lodolo,6.334,1.76,12.405,2.639,4.7,0.889,34.1,0.2831,1,2023,2023-04-01,4.89,2.76,3.6,-0.84,1,2023-04-01|Cincinnati Reds|Pittsburgh Pirates
3,Rich Hill,5.421,1.526,7.947,3.573,2.224,0.64,146.1,0.1955,0,2023,2023-04-01,4.96,2.93,3.14,-0.21,1,2023-04-01|Cincinnati Reds|Pittsburgh Pirates
1,Michael Wacha,3.221,1.163,8.322,2.886,2.884,0.544,134.1,0.2242,1,2023,2023-04-02,5.77,3.44,2.07,1.37,0,2023-04-02|San Diego Padres|Colorado Rockies
5,Jose Urena,6.516,1.629,5.905,4.48,1.318,0.936,44.2,0.1429,0,2023,2023-04-02,4.12,2.19,3.53,-1.34,0,2023-04-02|San Diego Padres|Colorado Rockies
1,Clayton Kershaw,2.47,1.067,9.398,2.744,3.425,0.916,131.2,0.262,1,2023,2023-04-02,4.5,2.53,1.38,1.15,1,2023-04-02|Los Angeles Dodgers|Arizona Diamondbacks
8,Madison Bumgarner,10.556,2.469,5.556,8.333,0.667,0.561,16.2,0.1111,0,2023,2023-04-02,4.29,2.5,5.87,-3.37,1,2023-04-02|Los Angeles Dodgers|Arizona Diamondbacks
1,Logan Gilbert,3.738,1.078,8.943,1.703,5.25,0.729,190.2,0.2455,1,2023,2023-04-02,4.33,2.36,2.03,0.33,0,2023-04-02|Seattle Mariners|Cleveland Guardians
0,Aaron Civale,3.464,1.163,8.55,2.432,3.515,0.662,122.1,0.2302,0,2023,2023-04-02,4.1,2.38,1.89,0.49,0,2023-04-02|Seattle Mariners|Cleveland Guardians
0,Jeffrey Springs,0.562,0.5,13.5,2.25,6.0,1.0,16.0,0.4364,1,2023,2023-04-02,4.39,2.41,0.29,2.12,1,2023-04-02|Tampa Bay Rays|Detroit Tigers
1,Joey Wentz,6.93,1.692,8.384,4.021,2.085,0.584,105.2,0.1992,0,2023,2023-04-02,4.03,2.34,3.8,-1.46,1,2023-04-02|Tampa Bay Rays|Detroit Tigers
1,MacKenzie Gore,4.431,1.403,9.985,3.769,2.649,0.643,136.1,0.2595,1,2023,2023-04-02,4.34,2.43,2.44,-0.01,1,2023-04-02|Washington Nationals|Atlanta Braves
4,Jared Shuster,5.862,1.513,5.172,4.483,1.154,0.559,52.2,0.1304,0,2023,2023-04-02,4.99,2.85,3.36,-0.51,1,2023-04-02|Washington Nationals|Atlanta Braves
3,Tanner Houck,5.009,1.368,8.406,3.481,2.415,1.142,106.0,0.2138,1,2023,2023-04-02,4.19,2.4,2.75,-0.35,0,2023-04-02|Boston Red Sox|Baltimore Orioles
6,Cole Irvin,4.436,1.284,7.938,2.451,3.238,0.714,77.1,0.2024,0,2023,2023-04-02,4.6,2.57,2.49,0.08,1,2023-04-02|Boston Red Sox|Baltimore Orioles
0,Jhony Brito,4.295,1.221,7.192,2.797,2.571,0.799,90.1,0.1935,1,2023,2023-04-02,4.29,2.43,2.36,0.07,0,2023-04-02|New York Yankees|San Francisco Giants
4,Ross Stripling,5.36,1.348,7.079,1.618,4.375,0.798,89.0,0.1837,0,2023,2023-04-02,4.12,2.36,2.94,-0.58,0,2023-04-02|New York Yankees|San Francisco Giants
4,Trevor Rogers,4.0,1.222,9.5,3.0,3.167,1.125,18.0,0.2405,1,2023,2023-04-02,4.19,2.23,2.14,0.09,1,2023-04-02|Miami Marlins|New York Mets
1,Kodai Senga,2.98,1.222,10.945,4.172,2.623,0.786,166.1,0.2911,0,2023,2023-04-02,4.43,2.37,1.62,0.75,0,2023-04-02|Miami Marlins|New York Mets
1,Graham Ashcraft,4.773,1.377,6.88,3.223,2.135,0.923,145.2,0.1779,1,2023,2023-04-02,4.89,2.76,2.73,0.03,0,2023-04-02|Cincinnati Reds|Pittsburgh Pirates
3,Vince Velasquez,3.881,1.321,8.976,3.396,2.643,0.467,37.1,0.2284,0,2023,2023-04-02,4.96,2.93,2.28,0.65,0,2023-04-02|Cincinnati Reds|Pittsburgh Pirates
1,Luis Garcia,4.0,1.296,10.333,3.333,3.1,0.377,27.0,0.2696,1,2023,2023-04-02,5.11,2.84,2.32,0.52,0,2023-04-02|Houston Astros|Chicago White Sox
0,Mike Clevinger,3.776,1.228,7.551,2.746,2.75,0.455,131.1,0.2004,0,2023,2023-04-02,4.18,2.41,2.07,0.34,0,2023-04-02|Houston Astros|Chicago White Sox
2,Brad Keller,4.59,1.929,6.186,8.98,0.689,1.357,45.1,0.1469,1,2023,2023-04-02,3.92,2.2,2.46,-0.26,0,2023-04-02|Kansas City Royals|Minnesota Twins
1,Joe Ryan,4.522,1.172,10.999,1.898,5.794,0.495,161.2,0.2932,0,2023,2023-04-02,5.18,2.91,2.64,0.27,0,2023-04-02|Kansas City Royals|Minnesota Twins
3,Jordan Montgomery,3.204,1.196,7.938,2.295,3.458,0.78,188.2,0.2136,1,2023,2023-04-02,4.03,2.37,1.74,0.63,1,2023-04-02|St. Louis Cardinals|Toronto Blue Jays
9,Chris Bassitt,3.6,1.175,8.37,2.655,3.153,0.751,200.0,0.2252,0,2023,2023-04-02,5.1,2.86,2.11,0.75,0,2023-04-02|St. Louis Cardinals|Toronto Blue Jays
3,Jameson Taillon,4.848,1.278,8.177,2.395,3.415,0.623,154.1,0.2137,1,2023,2023-04-02,3.89,2.21,2.61,-0.4,0,2023-04-02|Chicago Cubs|Milwaukee Brewers
2,Eric Lauer,6.623,1.688,8.377,4.675,1.792,0.333,46.2,0.2038,0,2023,2023-04-02,4.49,2.61,3.71,-1.1,1,2023-04-02|Chicago Cubs|Milwaukee Brewers
6,Ken Waldichuk,5.362,1.56,8.426,4.532,1.859,0.697,141.0,0.2066,1,2023,2023-04-02,4.96,2.61,3.01,-0.4,1,2023-04-02|Oakland Athletics|Los Angeles Angels
0,Tyler Anderson,5.426,1.489,7.596,4.085,1.859,0.449,141.0,0.1892,0,2023,2023-04-02,5.84,3.35,3.27,0.08,1,2023-04-02|Oakland Athletics|Los Angeles Angels
1,Martin Perez,4.462,1.409,5.928,3.123,1.898,0.855,141.2,0.153,1,2023,2023-04-02,4.22,2.59,2.51,0.08,1,2023-04-02|Texas Rangers|Philadelphia Phillies
2,Bailey Falter,5.387,1.421,6.733,2.244,3.0,0.679,80.2,0.1729,0,2023,2023-04-02,4.43,2.33,2.94,-0.61,1,2023-04-02|Texas Rangers|Philadelphia Phillies
0,Sandy Alcantara,4.153,1.216,7.378,2.345,3.146,1.078,184.2,0.1982,1,2023,2023-04-04,3.92,2.2,2.22,-0.02,0,2023-04-04|Miami Marlins|Minnesota Twins
2,Max Scherzer,3.784,1.124,10.289,2.661,3.867,0.508,152.2,0.2802,0,2023,2023-04-04,3.89,2.21,2.02,0.19,0,2023-04-04|Milwaukee Brewers|New York Mets
1,Kyle Gibson,4.734,1.318,7.359,2.578,2.855,0.99,192.0,0.1945,0,2023,2023-04-05,4.43,2.33,2.58,-0.25,0,2023-04-05|Texas Rangers|Baltimore Orioles
2,Framber Valdez,3.455,1.126,9.091,2.591,3.509,1.231,198.0,0.2475,1,2023,2023-04-05,4.39,2.41,1.89,0.52,1,2023-04-05|Houston Astros|Detroit Tigers
0,Luis Castillo,3.335,1.096,10.005,2.558,3.911,0.652,197.0,0.2731,1,2023,2023-04-05,4.96,2.61,1.88,0.73,0,2023-04-05|Seattle Mariners|Los Angeles Angels
2,Shane Bieber,3.797,1.234,7.523,2.391,3.147,0.906,128.0,0.2008,0,2023,2023-04-05,5.84,3.35,2.36,0.99,0,2023-04-05|Oakland Athletics|Cleveland Guardians
0,Julio Urias,4.611,1.161,8.992,1.845,4.875,0.601,117.1,0.2427,1,2023,2023-04-05,5.77,3.44,2.84,0.6,1,2023-04-05|Los Angeles Dodgers|Colorado Rockies
4,German Marquez,4.95,1.1,7.65,1.35,5.667,1.071,20.0,0.2125,0,2023,2023-04-05,4.29,2.5,2.75,-0.25,0,2023-04-05|Los Angeles Dodgers|Colorado Rockies
0,Gerrit Cole,2.627,0.981,9.56,2.067,4.625,0.676,209.0,0.2704,1,2023,2023-04-05,4.22,2.59,1.49,1.1,0,2023-04-05|New York Yankees|Philadelphia Phillies
1,Aaron Nola,4.472,1.154,9.41,2.096,4.489,0.758,193.2,0.2547,0,2023,2023-04-05,4.12,2.36,2.44,-0.08,0,2023-04-05|New York Yankees|Philadelphia Phillies
3,Patrick Corbin,5.2,1.483,6.2,2.85,2.175,0.828,180.0,0.157,1,2023,2023-04-05,4.03,2.34,2.84,-0.5,1,2023-04-05|Washington Nationals|Tampa Bay Rays
2,Shane McClanahan,3.287,1.183,9.47,3.209,2.951,0.806,115.0,0.258,0,2023,2023-04-05,4.99,2.85,1.93,0.92,1,2023-04-05|Washington Nationals|Tampa Bay Rays
0,Jesus Luzardo,3.586,1.218,10.505,2.778,3.782,0.698,178.2,0.2807,1,2023,2023-04-05,3.92,2.2,1.9,0.3,1,2023-04-05|Miami Marlins|Minnesota Twins
1,Pablo Lopez,3.665,1.155,10.856,2.227,4.875,0.828,194.0,0.2921,0,2023,2023-04-05,4.43,2.37,2.0,0.37,0,2023-04-05|Miami Marlins|Minnesota Twins
5,Miles Mikolas,4.789,1.318,6.131,1.745,3.513,0.64,201.1,0.1593,1,2023,2023-04-05,4.34,2.43,2.64,-0.21,0,2023-04-05|St. Louis Cardinals|Atlanta Braves
1,Corey Kluber,7.036,1.636,6.873,3.436,2.0,0.439,55.0,0.1634,1,2023,2023-04-05,4.89,2.76,3.99,-1.23,0,2023-04-05|Boston Red Sox|Pittsburgh Pirates
0,Mitch Keller,4.219,1.247,9.737,2.55,3.818,0.791,194.1,0.2545,0,2023,2023-04-05,4.6,2.57,2.36,0.21,0,2023-04-05|Boston Red Sox|Pittsburgh Pirates
6,Corbin Burnes,3.401,1.071,9.317,3.075,3.03,0.789,193.2,0.2551,1,2023,2023-04-05,4.19,2.23,1.81,0.42,0,2023-04-05|Milwaukee Brewers|New York Mets
6,David Peterson,5.027,1.568,10.378,4.054,2.56,1.232,111.0,0.2602,0,2023,2023-04-05,3.89,2.21,2.71,-0.5,1,2023-04-05|Milwaukee Brewers|New York Mets
1,Dylan Cease,4.576,1.418,10.881,4.017,2.709,0.582,177.0,0.273,1,2023,2023-04-05,4.29,2.43,2.52,-0.09,0,2023-04-05|Chicago White Sox|San Francisco Giants
4,Logan Webb,3.25,1.074,8.083,1.292,6.258,1.68,216.0,0.2282,0,2023,2023-04-05,5.11,2.84,1.91,0.93,0,2023-04-05|Chicago White Sox|San Francisco Giants
0,Zack Greinke,5.067,1.274,6.144,1.457,4.217,0.777,142.1,0.1636,1,2023,2023-04-05,4.03,2.37,2.78,-0.41,0,2023-04-05|Kansas City Royals|Toronto Blue Jays
0,Alek Manoah,5.89,1.745,8.163,6.096,1.339,0.634,87.1,0.1904,0,2023,2023-04-05,5.18,2.91,3.4,-0.49,0,2023-04-05|Kansas City Royals|Toronto Blue Jays
2,Spencer Turnbull,7.258,1.677,6.968,4.355,1.6,0.907,31.0,0.1655,1,2023,2023-04-06,4.6,2.57,4.05,-1.48,0,2023-04-06|Detroit Tigers|Boston Red Sox
3,Chris Sale,4.315,1.135,11.008,2.554,4.31,0.623,102.2,0.2941,0,2023,2023-04-06,4.39,2.41,2.37,0.04,1,2023-04-06|Detroit Tigers|Boston Red Sox
0,Tylor Megill,4.711,1.578,7.494,4.14,1.81,0.796,126.1,0.1852,1,2023,2023-04-06,4.43,2.37,2.58,-0.21,0,2023-04-06|New York Mets|Miami Marlins
0,Edward Cabrera,4.264,1.452,10.706,5.988,1.788,1.257,99.2,0.2719,0,2023,2023-04-06,4.19,2.23,2.29,-0.06,0,2023-04-06|New York Mets|Miami Marlins
8,Lance Lynn,5.748,1.397,9.383,3.291,2.851,0.57,183.2,0.2364,1,2023,2023-04-06,4.29,2.43,3.17,-0.74,0,2023-04-06|Chicago White Sox|San Francisco Giants
5,Jordan Lyles,6.298,1.247,6.095,2.286,2.667,0.513,177.2,0.1604,1,2023,2023-04-06,4.03,2.37,3.46,-1.09,0,2023-04-06|Kansas City Royals|Toronto Blue Jays
0,Kevin Gausman,3.162,1.178,11.53,2.676,4.309,0.752,185.0,0.3106,0,2023,2023-04-06,5.18,2.91,1.88,1.03,0,2023-04-06|Kansas City Royals|Toronto Blue Jays
0,Zack Wheeler,3.609,1.078,9.938,1.828,5.436,0.7,192.0,0.2694,1,2023,2023-04-06,4.96,2.93,2.13,0.8,0,2023-04-06|Philadelphia Phillies|Cincinnati Reds
0,Hunter Greene,4.821,1.42,12.214,3.857,3.167,0.559,112.0,0.3052,0,2023,2023-04-06,4.22,2.59,2.71,-0.12,0,2023-04-06|Philadelphia Phillies|Cincinnati Reds
0,Dean Kremer,4.129,1.312,8.206,2.875,2.855,0.671,172.2,0.2136,1,2023,2023-04-06,4.12,2.36,2.25,0.11,0,2023-04-06|Baltimore Orioles|New York Yankees
0,Clarke Schmidt,4.642,1.352,8.434,2.604,3.239,0.775,159.0,0.2147,0,2023,2023-04-06,4.19,2.4,2.55,-0.15,0,2023-04-06|Baltimore Orioles|New York Yankees
0,Kyle Freeland,5.045,1.476,5.451,2.436,2.238,0.693,155.2,0.1388,1,2023,2023-04-06,4.99,2.85,2.91,-0.06,1,2023-04-06|Colorado Rockies|Washington Nationals
1,Josiah Gray,3.906,1.459,8.094,4.528,1.788,0.612,159.0,0.2049,0,2023,2023-04-06,5.77,3.44,2.45,0.99,0,2023-04-06|Colorado Rockies|Washington Nationals
3,Spencer Strider,3.867,1.096,13.582,2.803,4.845,0.537,186.2,0.3683,1,2023,2023-04-06,4.12,2.19,2.05,0.14,0,2023-04-06|Atlanta Braves|San Diego Padres
4,Blake Snell,2.25,1.189,11.7,4.95,2.364,0.776,180.0,0.3154,0,2023,2023-04-06,4.34,2.43,1.23,1.2,1,2023-04-06|Atlanta Braves|San Diego Padres
3,Merrill Kelly,3.301,1.196,9.498,3.505,2.71,0.841,177.2,0.259,1,2023,2023-04-07,4.29,2.5,1.83,0.67,0,2023-04-07|Arizona Diamondbacks|Los Angeles Dodgers
0,Dustin May,2.625,0.938,6.375,3.0,2.125,0.8,48.0,0.1818,0,2023,2023-04-07,4.5,2.53,1.47,1.06,0,2023-04-07|Arizona Diamondbacks|Los Angeles Dodgers
0,Tylor Megill,4.711,1.578,7.494,4.14,1.81,0.796,126.1,0.1852,1,2023,2023-04-07,4.43,2.37,2.58,-0.21,0,2023-04-07|New York Mets|Miami Marlins
3,Edward Cabrera,4.264,1.452,10.706,5.988,1.788,1.257,99.2,0.2719,0,2023,2023-04-07,4.19,2.23,2.29,-0.06,0,2023-04-07|New York Mets|Miami Marlins
0,Marcus Stroman,3.965,1.263,7.863,3.436,2.288,1.345,136.2,0.207,1,2023,2023-04-07,4.43,2.33,2.15,0.18,0,2023-04-07|Chicago Cubs|Texas Rangers
1,Nathan Eovaldi,3.625,1.139,8.25,2.938,2.809,1.063,144.0,0.2288,0,2023,2023-04-07,4.49,2.61,2.05,0.56,0,2023-04-07|Chicago Cubs|Texas Rangers
3,Dean Kremer,4.129,1.312,8.206,2.875,2.855,0.671,172.2,0.2136,1,2023,2023-04-07,4.12,2.36,2.25,0.11,0,2023-04-07|Baltimore Orioles|New York Yankees
4,Clarke Schmidt,4.642,1.352,8.434,2.604,3.239,0.775,159.0,0.2147,0,2023,2023-04-07,4.19,2.4,2.55,-0.15,0,2023-04-07|Baltimore Orioles|New York Yankees
1,Zack Wheeler,3.609,1.078,9.938,1.828,5.436,0.7,192.0,0.2694,1,2023,2023-04-07,4.96,2.93,2.13,0.8,0,2023-04-07|Philadelphia Phillies|Cincinnati Reds
